,movieId,title,genres,key,year,n_ratings,mean_rating
3558,3558,American Gigolo,Drama,American Gigolo,1980,1397,3.0576234788833214
3559,3559,Anguish (Angustia),Horror,Anguish (Angustia),1987,27,2.962962962962963
3560,3560,"Blood Spattered Bride, The (La novia ensangrentada)",Horror,"Blood Spattered Bride, The (La novia ensangrentada)",1972,26,2.3653846153846154
3561,3561,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",Horror,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi)",1980,141,3.0425531914893615
3562,3562,The Endless Summer,Documentary,The Endless Summer,1966,707,3.7934936350777937
3563,3563,The Guns of Navarone,Action|Adventure|Drama|War,The Guns of Navarone,1961,3476,3.8141542002301496
3564,3564,Blow-Out (La grande bouffe),Drama,Blow-Out (La grande bouffe),1973,327,3.636085626911315
3565,3565,Lured,Crime|Film-Noir|Mystery|Thriller,Lured,1947,21,3.0952380952380953
3566,3566,Pandora and the Flying Dutchman,Drama,Pandora and the Flying Dutchman,1951,29,3.3275862068965516
3567,3567,Quatermass and the Pit,Horror|Sci-Fi,Quatermass and the Pit,1967,386,3.699481865284974
3568,3568,Quatermass 2 (Enemy from Space),Sci-Fi|Thriller,Quatermass 2 (Enemy from Space),1957,154,3.331168831168831
3569,3569,Puppet Master,Horror|Sci-Fi|Thriller,Puppet Master,1989,650,2.766923076923077
3570,3570,Puppet Master II,Horror|Sci-Fi|Thriller,Puppet Master II,1991,335,2.1731343283582087
3571,3571,Puppet Master III: Toulon's Revenge,Horror|Sci-Fi|Thriller,Puppet Master III: Toulon's Revenge,1991,323,2.130030959752322
3572,3572,Puppet Master 4,Horror|Sci-Fi|Thriller,Puppet Master 4,1993,222,1.9166666666666667
3573,3573,Puppet Master 5: The Final Chapter,Horror|Sci-Fi|Thriller,Puppet Master 5: The Final Chapter,1994,213,1.767605633802817
3574,3574,Curse of the Puppet Master (Puppet Master 6: The Curse),Horror|Sci-Fi|Thriller,Curse of the Puppet Master (Puppet Master 6: The Curse),1998,162,1.8364197530864197
3575,3575,Retro Puppet Master (Puppet Master 7),Horror|Sci-Fi|Thriller,Retro Puppet Master (Puppet Master 7),1999,97,1.7938144329896908
3576,3576,Rent-A-Cop,Action|Comedy|Crime,Rent-A-Cop,1988,133,1.868421052631579
3577,3577,Romeo and Juliet,Drama|Romance,Romeo and Juliet (1968),1968,2815,3.650088809946714
3578,3578,Stay Tuned,Comedy,Stay Tuned,1992,384,2.5091145833333335
3579,3579,Story of G.I. Joe,War,Story of G.I. Joe,1945,96,3.4479166666666665
3580,3580,Blazing Saddles,Comedy|Western,Blazing Saddles,1974,10519,3.876319041734005
3581,3581,Benji,Adventure|Children,Benji (1974),1974,845,2.882248520710059
3582,3582,Benji the Hunted,Adventure|Children,Benji the Hunted,1987,236,2.3453389830508473
3583,3583,For the Love of Benji,Adventure|Children|Comedy|Drama,For the Love of Benji,1977,212,2.547169811320755
3584,3584,White Christmas,Comedy|Musical|Romance,White Christmas,1954,1894,3.792766631467793
3585,3585,Eraserhead,Drama|Horror,Eraserhead,1977,2587,3.602435253189022
3586,3586,Baraka,Documentary,Baraka,1992,1440,4.051041666666666
3587,3587,The Man with the Golden Arm,Drama,The Man with the Golden Arm,1955,416,3.6790865384615383
3588,3588,The Decline of Western Civilization,Documentary|Musical,The Decline of Western Civilization,1981,426,3.93075117370892
3589,3589,The Decline of Western Civilization Part II: The Metal Years,Documentary,The Decline of Western Civilization Part II: The Metal Years,1988,311,3.760450160771704
3590,3590,For a Few Dollars More (Per qualche dollaro in più),Action|Drama|Thriller|Western,For a Few Dollars More (Per qualche dollaro in più),1965,4638,3.9730487278999567
3591,3591,Magnum Force,Action|Crime|Drama|Thriller,Magnum Force,1973,1472,3.589673913043478
3592,3592,Blood Simple,Crime|Drama|Film-Noir,Blood Simple,1984,5053,4.033346526815753
3593,3593,The Fabulous Baker Boys,Drama|Romance,The Fabulous Baker Boys,1989,1832,3.3351528384279474
3594,3594,Prizzi's Honor,Comedy|Drama|Romance,Prizzi's Honor,1985,2271,3.5922501100836635
3595,3595,Flatliners,Horror|Sci-Fi|Thriller,Flatliners,1990,3699,3.2396593673965937
3596,3596,Light Years (Gandahar),Adventure|Animation|Fantasy|Sci-Fi,Light Years (Gandahar),1988,51,3.196078431372549
3597,3597,Porky's,Comedy,Porky's,1982,2312,2.703719723183391
3598,3598,Porky's II: The Next Day,Comedy,Porky's II: The Next Day,1983,924,2.061688311688312
3599,3599,Porky's Revenge,Comedy,Porky's Revenge,1985,769,2.043563068920676
3600,3600,Private School,Comedy,Private School,1983,205,2.5195121951219512
3601,3601,Class of Nuke 'Em High,Comedy|Horror,Class of Nuke 'Em High,1986,306,2.3594771241830066
3602,3602,The Toxic Avenger,Comedy|Horror,The Toxic Avenger,1985,1136,2.795774647887324
3603,3603,"The Toxic Avenger, Part II",Comedy|Horror,"The Toxic Avenger, Part II",1989,377,2.282493368700265
3604,3604,The Toxic Avenger Part III: The Last Temptation of Toxie,Comedy|Horror,The Toxic Avenger Part III: The Last Temptation of Toxie,1989,309,2.01294498381877
3605,3605,Night of the Creeps,Comedy|Horror|Sci-Fi|Thriller,Night of the Creeps,1986,403,2.864764267990074
3606,3606,Predator 2,Action|Sci-Fi|Thriller,Predator 2,1990,5385,2.834076137418756
3607,3607,The Running Man,Action|Sci-Fi,The Running Man,1987,6624,3.1899909420289854
3608,3608,Starman,Adventure|Drama|Romance|Sci-Fi,Starman,1984,4055,3.4160295930949447
3609,3609,The Brother from Another Planet,Drama|Sci-Fi,The Brother from Another Planet,1984,1053,3.547008547008547
3610,3610,Alien Nation,Crime|Drama|Sci-Fi|Thriller,Alien Nation,1988,2316,3.151986183074266
3611,3611,Mad Max,Action|Adventure|Sci-Fi,Mad Max,1979,8825,3.5377903682719545
3612,3612,"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi,"Road Warrior, The (Mad Max 2)",1981,8756,3.6472133394243946
3613,3613,Mad Max Beyond Thunderdome,Action|Adventure|Sci-Fi,Mad Max Beyond Thunderdome,1985,5436,3.1009933774834435
3614,3614,Bird on a Wire,Action|Comedy|Romance,Bird on a Wire,1990,2043,2.683553597650514
3615,3615,Angel Heart,Film-Noir|Horror|Mystery|Thriller,Angel Heart,1987,2692,3.574294205052006
3616,3616,9 1/2 Weeks (Nine 1/2 Weeks),Drama|Romance,9 1/2 Weeks (Nine 1/2 Weeks),1986,1719,2.963932518906341
3617,3617,Firestarter,Horror|Thriller,Firestarter,1984,1342,2.979880774962742
3618,3618,Sleepwalkers,Horror,Sleepwalkers,1992,659,2.381638846737481
3619,3619,Action Jackson,Action|Comedy|Crime|Thriller,Action Jackson (1988),1988,781,2.259282970550576
3620,3620,Sarafina!,Drama,Sarafina!,1992,143,3.1083916083916083
3621,3621,Soapdish,Comedy,Soapdish,1991,1478,3.236129905277402
3622,3622,The Long Walk Home,Drama,The Long Walk Home,1990,392,3.7818877551020407
3623,3623,Clara's Heart,Drama,Clara's Heart,1988,214,3.058411214953271
3624,3624,Burglar,Comedy|Crime,Burglar,1987,299,2.387959866220736
3625,3625,Fatal Beauty,Action|Comedy|Crime|Drama,Fatal Beauty,1987,219,2.310502283105023
3626,3626,Gone in 60 Seconds,Action|Crime,Gone in 60 Seconds (2000),2000,9543,3.066488525620874
3627,3627,American Pimp,Documentary,American Pimp,1999,399,3.3646616541353382
3628,3628,Love's Labour's Lost,Comedy|Romance,Love's Labour's Lost,2000,313,2.9856230031948883
3629,3629,Sunshine,Drama,Sunshine (1999),1999,620,3.6306451612903228
3630,3630,Trixie,Comedy|Crime|Mystery,Trixie,2000,115,2.6
3631,3631,American Virgin,Comedy,American Virgin (2000),2000,61,2.237704918032787
3632,3632,Hamlet,Drama,Hamlet (1990),1990,2001,3.586206896551724
3633,3633,Coming Home,Drama|War,Coming Home,1978,818,3.7035452322738385
3634,3634,American Pop,Animation|Musical,American Pop,1981,387,3.0801033591731266
3635,3635,Assault on Precinct 13,Action|Thriller,Assault on Precinct 13 (1976),1976,971,3.544799176107106
3636,3636,Near Dark,Horror|Western,Near Dark,1987,1105,3.628054298642534
3637,3637,One False Move,Crime|Drama|Film-Noir|Thriller,One False Move,1992,813,3.8444034440344406
3638,3638,Shaft,Action|Crime|Drama|Thriller,Shaft (1971),1971,1221,3.2788697788697787
3639,3639,The Conversation,Drama|Mystery,The Conversation,1974,3856,4.089211618257261
3640,3640,Cutter's Way,Drama|Thriller,Cutter's Way,1981,218,3.5160550458715596
3641,3641,The Fury,Horror,The Fury,1978,385,3.0610389610389612
3642,3642,The Paper Chase,Drama,The Paper Chase,1973,1557,3.817276814386641
3643,3643,Prince of the City,Drama,Prince of the City,1981,288,3.6024305555555554
3644,3644,Serpico,Crime|Drama,Serpico,1973,4123,3.9252971137521224
3645,3645,"Ace in the Hole (Big Carnival, The)",Drama,"Ace in the Hole (Big Carnival, The)",1951,509,3.9538310412573674
3646,3646,Lonely Are the Brave,Drama|Western,Lonely Are the Brave,1962,194,3.783505154639175
3647,3647,The Sugarland Express,Drama,The Sugarland Express,1974,384,3.43359375
3648,3648,Trouble in Paradise,Comedy|Romance,Trouble in Paradise,1932,388,3.972938144329897
3649,3649,Big Trouble in Little China,Action|Adventure|Comedy|Fantasy,Big Trouble in Little China,1986,4999,3.4552910582116425
3650,3650,Badlands,Crime|Drama|Thriller,Badlands,1973,2140,4.044859813084112
3651,3651,Battleship Potemkin,Drama|War,Battleship Potemkin,1925,1813,3.8960286817429672
3652,3652,Boys and Girls,Comedy|Romance,Boys and Girls,2000,590,2.6677966101694914
3653,3653,Shaft,Action|Crime|Thriller,Shaft (2000),2000,4037,2.977953926182809
3654,3654,Titan A.E.,Action|Adventure|Animation|Children|Sci-Fi,Titan A.E.,2000,5430,3.258839779005525
3655,3655,Butterfly (La lengua de las mariposas),Drama,Butterfly (La lengua de las mariposas),1999,367,3.7724795640326976
3656,3656,Jesus' Son,Drama,Jesus' Son,1999,827,3.6330108827085854
3657,3657,The Match,Comedy|Romance,The Match,1999,29,3.310344827586207
3658,3658,"Time Regained (Temps retrouvé, Le)",Drama,"Time Regained (Temps retrouvé, Le)",1999,130,3.2576923076923077
3659,3659,Boricua's Bond,Drama,Boricua's Bond,2000,5,2.4
3660,3660,Chicken Run,Animation|Children|Comedy,Chicken Run,2000,16472,3.5813501699854298
3661,3661,"Me, Myself & Irene",Adventure|Comedy,"Me, Myself & Irene",2000,8134,2.9834029997541185
3662,3662,The Patriot,Action|Drama|War,"Patriot, The (2000)",2000,12946,3.463347752201452
3663,3663,The Adventures of Rocky and Bullwinkle,Adventure|Animation|Children|Comedy|Fantasy,The Adventures of Rocky and Bullwinkle,2000,1564,2.261828644501279
3664,3664,The Perfect Storm,Drama|Thriller,The Perfect Storm,2000,9876,3.0724989874443094
3665,3665,The Golden Bowl,Drama,The Golden Bowl,2000,249,3.102409638554217
3666,3666,Asylum,Horror,Asylum (1972),1972,83,2.9216867469879517
3667,3667,Communion,Drama|Sci-Fi|Thriller,Communion,1989,410,2.852439024390244
3668,3668,Fun and Fancy Free,Animation|Children|Musical,Fun and Fancy Free,1947,171,3.172514619883041
3669,3669,The Kentucky Fried Movie,Comedy,The Kentucky Fried Movie,1977,1476,3.408536585365854
3670,3670,"Bound by Honor (a.k.a. Blood In, Blood Out)",Action|Crime|Drama|Thriller,"Bound by Honor (a.k.a. Blood In, Blood Out)",1993,410,3.6597560975609755
3671,3671,Daughter of Dr. Jeckyll,Horror,Daughter of Dr. Jeckyll,1957,12,2.375
3672,3672,F/X,Action|Crime|Thriller,F/X,1986,3335,3.4379310344827587
3673,3673,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),Action|Crime|Thriller,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),1991,987,2.6955420466058766
3674,3674,The Hot Spot,Crime|Drama|Romance,The Hot Spot,1990,309,3.0550161812297736
3675,3675,Missing in Action,Action|War,Missing in Action,1984,760,2.488157894736842
3676,3676,Missing in Action 2: The Beginning,Action|War,Missing in Action 2: The Beginning,1985,464,2.0969827586206895
3677,3677,Braddock: Missing in Action III,Action|War,Braddock: Missing in Action III,1988,376,2.098404255319149
3678,3678,Thunderbolt and Lightfoot,Action,Thunderbolt and Lightfoot,1974,681,3.4023494860499266
3679,3679,Dreamscape,Horror|Sci-Fi|Thriller,Dreamscape,1984,1276,3.359717868338558
3680,3680,The Golden Voyage of Sinbad,Action|Adventure|Fantasy,The Golden Voyage of Sinbad,1973,588,3.4634353741496597
3681,3681,"Hatchet for the Honeymoon (Rosso segno della follia, Il)",Fantasy|Horror|Thriller,"Hatchet for the Honeymoon (Rosso segno della follia, Il)",1970,31,2.5161290322580645
3682,3682,House Party,Comedy,House Party,1990,674,2.7908011869436202
3683,3683,House Party 2,Comedy|Drama|Romance,House Party 2,1991,324,2.0540123456790123
3684,3684,Make Mine Music,Animation|Children|Musical,Make Mine Music,1946,109,3.2339449541284404
3685,3685,Melody Time,Animation|Children|Musical,Melody Time,1948,128,3.22265625
3686,3686,Nekromantik,Comedy|Horror,Nekromantik,1987,143,2.8496503496503496
3687,3687,On Our Merry Way,Comedy|Drama,On Our Merry Way,1948,25,3.12
3688,3688,Project Moon Base,Sci-Fi,Project Moon Base,1953,8,2.4375
3689,3689,Rocketship X-M,Sci-Fi,Rocketship X-M,1950,126,2.5873015873015874
3690,3690,Shaft in Africa,Action|Crime,Shaft in Africa,1973,111,2.6621621621621623
3691,3691,Shaft's Big Score!,Action|Crime,Shaft's Big Score!,1972,150,2.7
3692,3692,Croupier,Crime|Drama,Croupier,1998,2046,3.81891495601173
3693,3693,The Kid,Comedy|Fantasy,"Kid, The (2000)",2000,1414,3.1371994342291374
3694,3694,Scary Movie,Comedy|Horror,Scary Movie,2000,8706,2.7693544681828626
3695,3695,But I'm a Cheerleader,Comedy,But I'm a Cheerleader,1999,1844,3.3649674620390457
3696,3696,Shower (Xizao),Comedy,Shower (Xizao),1999,500,3.828
3697,3697,Blow-Up (Blowup),Drama|Mystery,Blow-Up (Blowup),1966,1741,3.8653072946582423
3698,3698,The Pawnbroker,Drama,The Pawnbroker,1964,652,4.005368098159509
3699,3699,Groove,Drama,Groove,2000,279,3.338709677419355
3700,3700,Footloose,Drama,Footloose (1984),1984,3383,3.091043452556902
3701,3701,Duel in the Sun,Western,Duel in the Sun,1946,249,3.3353413654618476
3702,3702,X-Men,Action|Adventure|Sci-Fi,X-Men,2000,26846,3.5990091633762944
3703,3703,Chuck & Buck,Comedy|Drama,Chuck & Buck,2000,826,3.2717917675544794
3704,3704,The Five Senses,Drama,The Five Senses,1999,262,3.4923664122137406
3705,3705,"Wisdom of Crocodiles, The (a.k.a. Immortality)",Romance|Thriller,"Wisdom of Crocodiles, The (a.k.a. Immortality)",2000,145,3.0827586206896553
3706,3706,The In Crowd,Thriller,The In Crowd,2000,259,2.272200772200772
3707,3707,What Lies Beneath,Drama|Horror|Mystery,What Lies Beneath,2000,6052,3.2247191011235956
3708,3708,Pokémon the Movie 2000,Animation|Children,Pokémon the Movie 2000,2000,1071,1.8702147525676938
3709,3709,Criminal Lovers,Crime|Drama|Romance|Thriller,Criminal Lovers,1999,43,2.7906976744186047
3710,3710,Anatomy of a Murder,Drama|Mystery,Anatomy of a Murder,1959,1702,4.060517038777908
3711,3711,Freejack,Action|Sci-Fi,Freejack,1992,1489,2.528206850235057
3712,3712,Greaser's Palace,Comedy|Drama|Western,Greaser's Palace,1972,35,3.1285714285714286
3713,3713,H.O.T.S.,Comedy,H.O.T.S.,1979,153,2.2549019607843137
3714,3714,Knightriders,Action|Adventure|Drama,Knightriders,1981,128,3.01953125
3715,3715,Mackenna's Gold,Western,Mackenna's Gold,1969,170,3.088235294117647
3716,3716,Sinbad and the Eye of the Tiger,Adventure|Fantasy,Sinbad and the Eye of the Tiger,1977,448,3.1808035714285716
3717,3717,"Two Women (Ciociara, La)",Drama|War,"Two Women (Ciociara, La)",1960,250,3.87
3718,3718,What About Bob?,Comedy,What About Bob?,1991,5736,3.3927824267782425
3719,3719,White Sands,Drama|Thriller,White Sands,1992,323,2.955108359133127
3720,3720,Breaker Morant,Drama|War,Breaker Morant,1980,1793,4.033463469046291
3721,3721,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,2095,3.5431980906921243
3722,3722,Interiors,Drama,Interiors,1978,545,3.5192660550458714
3723,3723,Love and Death,Comedy,Love and Death,1975,1684,3.972684085510689
3724,3724,"Official Story, The (La historia oficial)",Drama,"Official Story, The (La historia oficial)",1985,278,3.8111510791366907
3725,3725,"Other Side of Sunday, The (Søndagsengler)",Comedy|Drama,"Other Side of Sunday, The (Søndagsengler)",1996,74,3.1013513513513513
3726,3726,Pot O' Gold,Comedy|Musical,Pot O' Gold,1941,39,2.576923076923077
3727,3727,Tampopo,Comedy,Tampopo,1985,1746,4.082474226804123
3728,3728,Thomas and the Magic Railroad,Children,Thomas and the Magic Railroad,2000,201,1.8159203980099503
3729,3729,Nutty Professor II: The Klumps,Comedy,Nutty Professor II: The Klumps,2000,2727,2.25999266593326
3730,3730,"Girl on the Bridge, The (Fille sur le pont, La)",Drama|Romance,"Girl on the Bridge, The (Fille sur le pont, La)",1999,585,3.8153846153846156
3731,3731,Wonderland,Drama,Wonderland (1999),1999,409,3.5965770171149143
3732,3732,Autumn in New York,Drama|Romance,Autumn in New York,2000,1447,2.34588804422944
3733,3733,Coyote Ugly,Comedy|Drama|Romance,Coyote Ugly,2000,4077,2.731420161883738
3734,3734,Hollow Man,Horror|Sci-Fi|Thriller,Hollow Man,2000,7228,2.5248339789706695
3735,3735,Space Cowboys,Action|Adventure|Comedy|Sci-Fi,Space Cowboys,2000,5088,3.095813679245283
3736,3736,Better Living,Comedy,Better Living,1998,6,3.0
3737,3737,Mad About Mambo,Comedy|Romance,Mad About Mambo,2000,41,2.8780487804878048
3738,3738,Psycho Beach Party,Comedy|Horror|Thriller,Psycho Beach Party,2000,327,2.7951070336391437
3739,3739,Saving Grace,Comedy,Saving Grace,2000,1564,3.6620843989769822
3740,3740,"Black Sabbath (Tre volti della paura, I)",Horror,"Black Sabbath (Tre volti della paura, I)",1963,144,3.4479166666666665
3741,3741,The Brain That Wouldn't Die,Horror|Sci-Fi,The Brain That Wouldn't Die,1962,314,2.3662420382165603
3742,3742,Bronco Billy,Adventure|Drama|Romance,Bronco Billy,1980,520,2.8173076923076925
3743,3743,The Crush,Thriller,The Crush,1993,869,2.609896432681243
3744,3744,Kelly's Heroes,Action|Comedy|War,Kelly's Heroes,1970,2151,3.800092980009298
3745,3745,Phantasm II,Action|Fantasy|Horror|Sci-Fi|Thriller,Phantasm II,1988,402,2.7587064676616917
3746,3746,Phantasm III: Lord of the Dead,Horror,Phantasm III: Lord of the Dead,1994,210,2.45
3747,3747,Phantasm IV: Oblivion,Horror,Phantasm IV: Oblivion,1998,194,2.497422680412371
3748,3748,Pumpkinhead,Horror,Pumpkinhead,1988,539,2.5871985157699444
3749,3749,Air America,Action|Comedy,Air America,1990,1659,2.7649186256781193
3750,3750,Sleepaway Camp,Horror,Sleepaway Camp,1983,283,2.8303886925795054
3751,3751,Steel Magnolias,Drama,Steel Magnolias,1989,3141,3.5108245781598217
3752,3752,And God Created Woman (Et Dieu... créa la femme),Drama,And God Created Woman (Et Dieu... créa la femme),1956,175,3.2142857142857144
3753,3753,Easy Money,Comedy,Easy Money,1983,417,3.0035971223021583
3754,3754,"Ilsa, She Wolf of the SS",Horror,"Ilsa, She Wolf of the SS",1974,165,2.7181818181818183
3755,3755,Silent Fall,Drama|Thriller,Silent Fall,1994,97,2.922680412371134
3756,3756,The Spiral Staircase,Thriller,The Spiral Staircase,1946,262,3.74618320610687
3757,3757,Whatever Happened to Aunt Alice?,Crime|Thriller,Whatever Happened to Aunt Alice?,1969,40,2.8
3758,3758,I'm the One That I Want,Comedy,I'm the One That I Want,2000,410,3.7414634146341466
3759,3759,The Tao of Steve,Comedy,The Tao of Steve,2000,1797,3.5025041736227047
3760,3760,The Tic Code,Drama,The Tic Code,1998,51,3.1470588235294117
3761,3761,Aimée & Jaguar,Drama|Romance|War,Aimée & Jaguar,1999,291,3.6374570446735395
3762,3762,"Affair of Love, An (Liaison pornographique, Une)",Drama|Romance,"Affair of Love, An (Liaison pornographique, Une)",1999,363,3.677685950413223
3763,3763,The Autumn Heart,Drama,The Autumn Heart,1999,5,2.2
3764,3764,Bless the Child,Thriller,Bless the Child,2000,745,2.6140939597315436
3765,3765,Cecil B. DeMented,Comedy,Cecil B. DeMented,2000,772,2.9753886010362693
3766,3766,The Eyes of Tammy Faye,Documentary,The Eyes of Tammy Faye,2000,436,3.6341743119266057
3767,3767,The Opportunists,Comedy|Crime|Drama,The Opportunists,2000,66,3.037878787878788
3768,3768,The Replacements,Comedy,The Replacements,2000,2651,3.1280648811769143
3769,3769,About Adam,Comedy,About Adam,2000,285,3.142105263157895
3770,3770,The Cell,Drama|Horror|Thriller,The Cell,2000,8023,3.030786488844572
3771,3771,Godzilla 2000 (Gojira ni-sen mireniamu),Action|Adventure|Sci-Fi,Godzilla 2000 (Gojira ni-sen mireniamu),1999,1364,2.49816715542522
3772,3772,The Original Kings of Comedy,Comedy|Documentary,The Original Kings of Comedy,2000,970,3.2804123711340205
3773,3773,Sunset Strip,Comedy,Sunset Strip (2000),2000,29,2.706896551724138
3774,3774,All the Rage (It's the Rage),Drama,All the Rage (It's the Rage),1999,87,2.7873563218390807
3775,3775,The Naked Gun: From the Files of Police Squad!,Action|Comedy|Crime|Romance,The Naked Gun: From the Files of Police Squad!,1988,7338,3.578291087489779
3776,3776,The Naked Gun 2 1/2: The Smell of Fear,Comedy,The Naked Gun 2 1/2: The Smell of Fear,1991,4654,3.1342930812204557
3777,3777,Our Town,Drama,Our Town (1940),1940,214,3.4649532710280373
3778,3778,Shane,Drama|Western,Shane,1953,1769,3.7736009044658
3779,3779,"Suddenly, Last Summer",Drama,"Suddenly, Last Summer",1959,480,3.7489583333333334
3780,3780,Cat Ballou,Comedy|Western,Cat Ballou,1965,1325,3.5886792452830187
3781,3781,A Couch in New York,Comedy|Drama|Romance,A Couch in New York,1996,101,3.1732673267326734
3782,3782,The Devil Rides Out,Horror,The Devil Rides Out,1968,105,3.3142857142857145
3783,3783,Jerry and Tom,Comedy|Crime|Drama,Jerry and Tom,1998,54,3.074074074074074
3784,3784,Supergirl,Action|Adventure|Fantasy,Supergirl,1984,1211,2.1007431874483897
3785,3785,X: The Unknown,Horror|Sci-Fi,X: The Unknown,1956,60,2.925
3786,3786,The Art of War,Action|Thriller,The Art of War,2000,1394,2.889526542324247
3787,3787,The Ballad of Ramblin' Jack,Documentary,The Ballad of Ramblin' Jack,2000,104,3.548076923076923
3788,3788,Phish: Bittersweet Motel,Documentary,Phish: Bittersweet Motel,2000,66,3.5681818181818183
3789,3789,Bring It On,Comedy,Bring It On,2000,4547,3.048053661755003
3790,3790,Catfish in Black Bean Sauce,Comedy|Drama,Catfish in Black Bean Sauce,2000,59,2.6864406779661016
3791,3791,The Crew,Comedy,"Crew, The (2000)",2000,244,2.3586065573770494
3792,3792,Love & Sex,Comedy|Drama|Romance,Love & Sex,2000,202,3.198019801980198
3793,3793,Steal This Movie!,Drama,Steal This Movie!,2000,203,3.123152709359606
3794,3794,Went to Coney Island on a Mission From God... Be Back by Five,Drama,Went to Coney Island on a Mission From God... Be Back by Five,1998,27,3.111111111111111
3795,3795,Skipped Parts,Drama|Romance,Skipped Parts,2000,57,3.2719298245614037
3796,3796,Highlander: Endgame (Highlander IV),Action|Adventure|Fantasy,Highlander: Endgame (Highlander IV),2000,1246,2.4542536115569824
3797,3797,Back Stage,Documentary,Back Stage,2000,7,2.0714285714285716
3798,3798,Turn It Up,Crime|Drama,Turn It Up,2000,28,1.9107142857142858
3799,3799,Anatomy (Anatomie),Horror,Anatomy (Anatomie),2000,318,2.9732704402515724
3800,3800,Nurse Betty,Comedy|Crime|Drama|Romance|Thriller,Nurse Betty,2000,4637,3.204011214147078
3801,3801,Solas,Drama,Solas,1999,156,3.53525641025641
3802,3802,The Watcher,Crime|Thriller,The Watcher,2000,771,2.5123216601815823
3803,3803,The Way of the Gun,Crime|Thriller,The Way of the Gun,2000,1524,3.2716535433070866
3804,3804,Almost Famous,Drama,Almost Famous,2000,18434,3.8554030595638493
3805,3805,Bait,Action|Comedy,Bait (2000),2000,433,2.772517321016166
3806,3806,Circus,Crime|Drama|Thriller,Circus (2000),2000,55,2.672727272727273
3807,3807,Crime and Punishment in Suburbia,Comedy|Drama,Crime and Punishment in Suburbia,2000,154,2.857142857142857
3808,3808,Duets,Comedy|Drama,Duets,2000,753,2.8439575033200533
3809,3809,Goya in Bordeaux (Goya en Burdeos),Drama,Goya in Bordeaux (Goya en Burdeos),1999,90,2.9277777777777776
3810,3810,Urbania,Drama,Urbania,2000,255,3.327450980392157
3811,3811,Uninvited Guest,Drama,Uninvited Guest,1999,8,1.375
3812,3812,The Specials,Comedy,The Specials,2000,134,3.25
3813,3813,Under Suspicion,Crime|Thriller,Under Suspicion (2000),2000,405,3.1716049382716047
3814,3814,The Prince of Central Park,Action|Adventure|Drama,The Prince of Central Park,1999,20,3.0
3815,3815,Urban Legends: Final Cut,Horror,Urban Legends: Final Cut,2000,1107,2.142728093947606
3816,3816,Woman on Top,Comedy|Romance,Woman on Top,2000,643,2.8094867807153965
3817,3817,Dancer in the Dark,Drama|Musical,Dancer in the Dark,2000,3862,3.8439927498705333
3818,3818,Best in Show,Comedy,Best in Show,2000,10246,3.8369607651766544
3819,3819,Beautiful,Comedy|Drama,Beautiful (2000),2000,265,2.479245283018868
3820,3820,Barenaked in America,Documentary,Barenaked in America,1999,126,3.134920634920635
3821,3821,The Broken Hearts Club,Drama,The Broken Hearts Club,2000,333,3.430930930930931
3822,3822,Girlfight,Drama,Girlfight,2000,771,3.527237354085603
3823,3823,Remember the Titans,Drama,Remember the Titans,2000,7562,3.785572599841312
3824,3824,Hellraiser,Horror,Hellraiser,1987,2418,3.306244830438379
3825,3825,Hellbound: Hellraiser II,Horror,Hellbound: Hellraiser II,1988,1246,2.918940609951846
3826,3826,Hellraiser III: Hell on Earth,Horror,Hellraiser III: Hell on Earth,1992,730,2.4445205479452055
3827,3827,"Faraway, So Close (In weiter Ferne, so nah!)",Drama|Fantasy|Mystery|Romance,"Faraway, So Close (In weiter Ferne, so nah!)",1993,335,3.6134328358208956
3828,3828,Beach Party,Comedy,Beach Party,1963,144,2.5555555555555554
3829,3829,Bikini Beach,Comedy,Bikini Beach,1964,115,2.4521739130434783
3830,3830,Return of the Fly,Horror|Sci-Fi,Return of the Fly,1959,343,2.510204081632653
3831,3831,Pajama Party,Comedy,Pajama Party,1964,78,2.826923076923077
3832,3832,Stranger Than Paradise,Comedy|Drama,Stranger Than Paradise,1984,1100,3.9022727272727273
3833,3833,Voyage to the Bottom of the Sea,Adventure|Sci-Fi,Voyage to the Bottom of the Sea,1961,558,3.2804659498207887
3834,3834,Fantastic Voyage,Adventure|Sci-Fi,Fantastic Voyage,1966,1614,3.508364312267658
3835,3835,Abbott and Costello Meet Frankenstein,Comedy|Horror,Abbott and Costello Meet Frankenstein,1948,959,3.4191866527632953
3836,3836,The Bank Dick,Comedy,The Bank Dick,1940,703,3.90398293029872
3837,3837,The Creature from the Black Lagoon,Adventure|Horror|Sci-Fi,The Creature from the Black Lagoon,1954,1046,3.272944550669216
3838,3838,The Giant Gila Monster,Horror|Sci-Fi,The Giant Gila Monster,1959,169,1.8727810650887573
3839,3839,The Invisible Man,Horror|Sci-Fi,The Invisible Man,1933,1456,3.5762362637362637
